trein_id,dienst_datum,traject,vertrek_station,aankomst_station,vertrek_uur
SPR2021,2024-01-24,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,9
IC1002,2024-01-24,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,11
IC1042,2024-01-24,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,13
SPR2006,2024-01-24,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,17
SPR2013,2024-01-24,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,14
SPR2008,2024-01-24,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,8
IC1027,2024-01-24,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,9
IC1045,2024-01-24,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,21
IC1032,2024-01-24,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,8
IC1024,2024-01-24,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,20
IC1039,2024-01-24,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,7
IC1036,2024-01-24,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,11
IC1026,2024-01-24,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,15
SPR2005,2024-01-24,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,13
IC1025,2024-01-24,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,19
SPR2019,2024-01-24,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,14
SPR2003,2024-01-24,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,12
IC1006,2024-01-24,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,9
IC1022,2024-01-24,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,15
IC1023,2024-01-24,Amersfoort - Eindhoven,Amersfoort,Eindhoven,18
IC1043,2024-01-24,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,22
IC1029,2024-01-24,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,14
SPR2027,2024-01-24,Eindhoven - Amersfoort,Eindhoven,Amersfoort,7
IC1021,2024-01-24,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,21
IC1044,2024-01-24,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,8
IC1013,2024-01-24,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,19
SPR2001,2024-01-24,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,21
IC1041,2024-01-25,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,10
SPR2012,2024-01-25,Amersfoort - Eindhoven,Amersfoort,Eindhoven,20
IC1010,2024-01-25,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,9
IC1011,2024-01-25,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,5
IC1024,2024-01-25,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,7
SPR2028,2024-01-25,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,10
SPR2008,2024-01-25,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,20
SPR2000,2024-01-25,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,13
IC1032,2024-01-25,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,11
IC1002,2024-01-25,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,13
SPR2025,2024-01-25,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,8
IC1023,2024-01-25,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,11
IC1038,2024-01-25,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,10
IC1045,2024-01-25,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,8
SPR2014,2024-01-25,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,16
SPR2015,2024-01-25,Amersfoort - Eindhoven,Amersfoort,Eindhoven,21
IC1047,2024-01-25,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,7
IC1008,2024-01-25,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,5
IC1021,2024-01-25,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,19
IC1046,2024-01-25,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,22
IC1037,2024-01-25,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,11
SPR2011,2024-01-25,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,6
IC1000,2024-01-25,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,13
IC1007,2024-01-25,Amersfoort - Eindhoven,Amersfoort,Eindhoven,7
SPR2018,2024-01-25,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,11
IC1040,2024-01-25,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,18
IC1005,2024-01-25,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,8
IC1028,2024-01-25,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,16
IC1034,2024-01-25,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,10
IC1025,2024-01-25,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,14
IC1042,2024-01-25,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,11
IC1039,2024-01-25,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,11
SPR2001,2024-01-25,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,6
IC1031,2024-01-25,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,7
IC1009,2024-01-25,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,16
IC1004,2024-01-25,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,6
IC1001,2024-01-25,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,10
IC1033,2024-01-25,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,17
IC1003,2024-01-25,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,7
IC1006,2024-01-25,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,20
IC1031,2024-01-26,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,22
IC1018,2024-01-26,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,9
SPR2000,2024-01-26,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,14
IC1043,2024-01-26,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,20
IC1022,2024-01-26,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,17
IC1003,2024-01-26,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,11
SPR2013,2024-01-26,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,17
SPR2011,2024-01-26,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,19
IC1048,2024-01-26,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,6
IC1014,2024-01-26,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,13
IC1013,2024-01-26,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,8
SPR2020,2024-01-26,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,15
IC1024,2024-01-26,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,11
IC1029,2024-01-26,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,22
SPR2022,2024-01-26,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,11
IC1000,2024-01-26,Eindhoven - Amersfoort,Eindhoven,Amersfoort,7
IC1020,2024-01-26,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,14
IC1027,2024-01-26,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,10
SPR2010,2024-01-26,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,21
IC1041,2024-01-26,Amersfoort - Eindhoven,Amersfoort,Eindhoven,18
IC1017,2024-01-26,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,10
IC1037,2024-01-26,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,19
SPR2002,2024-01-26,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,19
IC1008,2024-01-26,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,10
SPR2021,2024-01-26,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,18
SPR2018,2024-01-26,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,11
IC1028,2024-01-26,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,12
SPR2019,2024-01-26,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,13
SPR2024,2024-01-26,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,20
IC1036,2024-01-26,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,11
IC1030,2024-01-26,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,20
IC1007,2024-01-26,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,17
SPR2009,2024-01-26,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,12
IC1033,2024-01-26,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,8
IC1047,2024-01-26,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,13
IC1006,2024-01-26,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,14
IC1010,2024-01-26,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,10
SPR2012,2024-01-26,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,22
SPR2029,2024-01-26,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,11
SPR2007,2024-01-26,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,5
IC1035,2024-01-27,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,8
SPR2002,2024-01-27,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,21
IC1029,2024-01-27,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,21
IC1008,2024-01-27,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,5
IC1013,2024-01-27,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,6
IC1047,2024-01-27,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,22
IC1026,2024-01-27,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,16
IC1039,2024-01-27,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,14
SPR2012,2024-01-27,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,13
IC1016,2024-01-27,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,22
IC1028,2024-01-27,Eindhoven - Amersfoort,Eindhoven,Amersfoort,14
IC1049,2024-01-27,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,21
IC1007,2024-01-27,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,22
IC1005,2024-01-27,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,14
IC1024,2024-01-27,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,10
IC1030,2024-01-27,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,9
SPR2015,2024-01-27,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,9
IC1037,2024-01-27,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,7
IC1018,2024-01-27,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,13
IC1043,2024-01-27,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,8
SPR2018,2024-01-27,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,7
IC1021,2024-01-27,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,16
SPR2022,2024-01-27,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,18
SPR2028,2024-01-27,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,15
SPR2019,2024-01-27,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,10
SPR2009,2024-01-27,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,10
SPR2001,2024-01-27,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,16
IC1036,2024-01-27,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,6
IC1020,2024-01-27,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,22
IC1048,2024-01-27,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,6
IC1019,2024-01-27,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,9
SPR2005,2024-01-27,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,22
IC1031,2024-01-27,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,9
SPR2026,2024-01-27,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,16
IC1001,2024-01-27,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,21
SPR2016,2024-01-27,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,5
IC1032,2024-01-27,Eindhoven - Amersfoort,Eindhoven,Amersfoort,20
SPR2007,2024-01-27,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,10
SPR2027,2024-01-27,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,10
IC1011,2024-01-27,Amersfoort - Eindhoven,Amersfoort,Eindhoven,14
SPR2029,2024-01-28,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,7
IC1048,2024-01-28,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,7
SPR2016,2024-01-28,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,5
IC1019,2024-01-28,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,16
IC1007,2024-01-28,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,12
IC1031,2024-01-28,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,6
IC1023,2024-01-28,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,9
IC1030,2024-01-28,Amersfoort - Eindhoven,Amersfoort,Eindhoven,5
SPR2008,2024-01-28,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,6
SPR2005,2024-01-28,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,9
IC1044,2024-01-28,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,10
IC1043,2024-01-28,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,10
SPR2018,2024-01-28,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,9
SPR2025,2024-01-28,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,7
SPR2009,2024-01-28,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,17
IC1006,2024-01-28,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,9
IC1035,2024-01-28,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,20
SPR2014,2024-01-28,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,14
IC1036,2024-01-28,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,22
SPR2028,2024-01-28,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,8
IC1015,2024-01-28,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,22
SPR2022,2024-01-28,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,20
IC1032,2024-01-28,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,18
SPR2003,2024-01-28,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,15
IC1039,2024-01-28,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,11
SPR2026,2024-01-28,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,5
SPR2010,2024-01-28,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,21
IC1045,2024-01-28,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,9
SPR2027,2024-01-28,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,15
IC1027,2024-01-28,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,21
IC1026,2024-01-28,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,7
IC1000,2024-01-28,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,20
SPR2015,2024-01-28,Eindhoven - Amersfoort,Eindhoven,Amersfoort,6
IC1003,2024-01-28,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,7
IC1029,2024-01-28,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,10
IC1010,2024-01-28,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,18
IC1042,2024-01-28,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,14
IC1004,2024-01-28,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,17
SPR2020,2024-01-28,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,22
SPR2006,2024-01-28,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,7
SPR2020,2024-01-29,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,18
SPR2008,2024-01-29,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,6
SPR2024,2024-01-29,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,18
IC1000,2024-01-29,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,10
IC1005,2024-01-29,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,10
IC1045,2024-01-29,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,5
IC1016,2024-01-29,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,12
SPR2006,2024-01-29,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,14
SPR2004,2024-01-29,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,22
IC1032,2024-01-29,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
SPR2025,2024-01-29,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,21
IC1041,2024-01-29,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,11
IC1044,2024-01-29,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,22
IC1040,2024-01-29,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,20
SPR2026,2024-01-29,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,19
IC1004,2024-01-29,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,15
IC1012,2024-01-29,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,14
IC1033,2024-01-29,Amersfoort - Eindhoven,Amersfoort,Eindhoven,13
IC1015,2024-01-29,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,11
SPR2019,2024-01-29,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,19
SPR2005,2024-01-29,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,7
IC1026,2024-01-29,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,6
IC1038,2024-01-29,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,6
IC1031,2024-01-29,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,6
IC1024,2024-01-29,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,10
SPR2016,2024-01-29,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,15
IC1035,2024-01-29,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,12
IC1046,2024-01-29,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,7
IC1023,2024-01-29,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,7
IC1039,2024-01-29,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,20
IC1006,2024-01-29,Amersfoort - Eindhoven,Amersfoort,Eindhoven,12
IC1020,2024-01-29,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,19
IC1002,2024-01-29,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,20
SPR2018,2024-01-29,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,17
SPR2010,2024-01-29,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,10
SPR2000,2024-01-29,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,19
IC1008,2024-01-29,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,7
IC1034,2024-01-29,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,21
IC1009,2024-01-29,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,11
IC1013,2024-01-29,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,12
IC1031,2024-01-30,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,20
IC1009,2024-01-30,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,22
SPR2024,2024-01-30,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,12
SPR2027,2024-01-30,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,16
SPR2029,2024-01-30,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,13
SPR2003,2024-01-30,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,22
IC1018,2024-01-30,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,7
IC1045,2024-01-30,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,20
IC1017,2024-01-30,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,15
SPR2000,2024-01-30,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,10
SPR2026,2024-01-30,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,20
IC1046,2024-01-30,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,11
IC1005,2024-01-30,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,12
SPR2018,2024-01-30,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,11
SPR2015,2024-01-30,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,18
IC1037,2024-01-30,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,10
IC1002,2024-01-30,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,14
SPR2009,2024-01-30,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,16
IC1048,2024-01-30,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,8
SPR2016,2024-01-30,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,13
IC1010,2024-01-30,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,12
SPR2010,2024-01-30,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,22
IC1004,2024-01-30,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,10
IC1042,2024-01-30,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,21
IC1020,2024-01-30,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,18
IC1036,2024-01-30,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,11
SPR2002,2024-01-30,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,5
IC1049,2024-01-30,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,8
SPR2011,2024-01-30,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,14
